5591,true,true,false,false,true
5792,true,false,false,false,true
4405,true,true,false,false,true
3941,true,true,false,false,true
3393,true,true,false,false,true
3384,true,true,false,false,true
1188,true,true,false,false,true
912,true,true,false,false,true
1212,true,false,false,false,true
1211,true,true,false,false,true
2664,true,true,false,true,true
2742,true,true,false,false,true
4484,true,true,false,false,true
4354,true,true,false,false,true
1899,true,true,false,false,true
4741,true,true,false,false,true
2760,true,true,false,false,true
4752,true,true,false,false,true
3077,true,true,false,false,true
2788,true,true,false,false,true
3258,true,true,false,false,true
4907,true,true,false,false,true
2750,true,true,false,false,true
490,true,false,false,true,true
4283,true,true,false,false,true
2757,true,true,false,false,true
4275,true,true,false,false,true
1800,true,true,false,false,true
4412,true,true,false,false,true
4899,true,true,false,true,true
1793,true,true,false,false,true
5229,false,false,false,false,true
2756,true,true,false,false,true
2676,true,true,false,false,true
4398,true,true,false,true,true
3949,true,true,false,false,true
1127,true,true,false,false,true
2800,true,true,false,false,true
3929,true,true,false,false,true
6010,true,true,false,false,true
3305,true,true,false,true,true
4485,true,true,false,false,true
4571,true,true,false,false,true
3572,false,false,false,true,true
3250,true,true,false,false,true
6614,true,true,false,false,true
55,true,true,false,true,true
4959,true,true,false,false,true
2769,true,true,false,false,true
4118,true,true,false,false,true
1642,true,true,false,false,true
4137,true,true,false,false,true
1798,true,true,false,true,true
1797,true,true,false,true,true
2779,true,true,false,false,true
2225,true,true,false,false,true
549,true,false,false,true,true
3429,true,true,false,false,true
398,false,false,false,true,true
2005,true,true,false,true,true
2428,true,true,false,false,true
857,true,true,false,true,true
1614,true,false,false,false,true
2458,false,false,false,true,true
374,true,false,false,true,true
6642,true,true,false,false,true
384,true,false,false,true,true
3308,true,false,false,false,true
929,true,true,false,true,true
4228,true,false,false,false,true
5963,true,true,false,false,true
91,true,true,false,true,true
4648,true,true,false,false,true
2504,true,true,false,true,true
1493,true,false,false,true,true
3409,true,true,false,false,true
4297,true,true,false,false,true
2654,true,true,false,false,true
3856,true,true,false,true,true
3912,true,true,false,false,true
5585,true,false,false,false,true
3188,true,true,false,false,true
4341,true,true,false,false,true
834,true,true,false,true,true
5230,true,true,false,false,true
5475,true,true,false,false,true
5709,true,true,false,false,true
165,true,true,false,true,true
3407,true,true,false,false,true
2907,true,true,false,false,true
3913,true,true,false,false,true
1799,true,true,false,true,true
3259,true,true,false,false,true
2763,true,true,false,false,true
2425,true,true,false,false,true
3026,true,true,false,false,true
4339,true,true,false,false,true
841,true,true,false,false,true
4255,true,true,false,false,true
1702,true,false,false,true,true
4751,true,true,false,false,true
3266,true,true,false,false,true
4815,true,true,false,false,true
2302,true,false,true,false,true
3543,true,true,false,false,true
3397,true,false,false,false,true
421,true,true,false,false,true
2639,true,true,false,true,true
5841,true,false,false,false,true
3928,true,true,false,false,true
1819,true,true,false,false,true
2583,true,true,false,true,true
6611,true,false,false,false,true
1843,true,false,false,true,true
4260,true,false,false,false,true
5710,true,true,false,false,true
2755,true,true,false,false,true
844,false,false,false,false,true
463,false,false,false,false,true
4133,true,false,false,true,true
1064,true,true,false,false,true
553,true,false,true,false,true
89,true,false,true,true,true
467,true,false,false,true,true
2787,true,true,false,false,true
2199,true,true,false,true,true
2798,true,true,false,true,true
3782,true,true,false,false,true
