6614,"Lemp Brew Pub and Kitchen","2nd Floor, Star Mall, Sector 30, South City 1, Gurgaon",28.4614850000,77.0523220000
55,"Berco's","G-2/43, Middle Circle, Connaught Place, New Delhi",28.6299060000,77.2197810000
4959,"Downtown - Diners & Living Beer Cafe","SCO 34, Leisure Valley Road, Near Crowne Plaza Hotel, Sector 29, Gurgaon",28.4685560000,77.0629690000
2769,"Aqua - The Park","The Park Hotel, 15, Parliament Street, Janpath, New Delhi",28.6288760000,77.2162160000
4118,"The Second Sin","4th Floor, MGF Metropolitian, Saket, New Delhi",28.5303220000,77.2198990000
1642,"Route 04","4, Khan Market, New Delhi",28.6002250000,77.2262180000
4137,"Manajsa","G 12, Hauz Khas, New Delhi",28.5500260000,77.2050980000
1798,"Turquoise Cottage","1st Floor, JMD Regent Square, DLF Phase 2, MG Road, Gurgaon",28.4813380000,77.0849110000
1797,"Turquoise Cottage","47, Basant Lok, Priya Complex, Vasant Vihar, New Delhi",28.5575700000,77.1634760000
2779,"Cafe Morrison","E-12, South Extension 2, New Delhi",28.5681070000,77.2205640000
2225,"Spice Market","GF18, D2, Southern Park, Behind Select Citywalk, District Centre, Saket, New Delhi",28.5296490000,77.2191850000
549,"Dana Choga","Shop 5 & 6, Atul Kataria Chowk, Sector 14, Gurgaon",28.4821900000,77.0495050000
3429,"Setz","DLF Emporio Mall, 3rd Floor, Nelson Mandela Marg, Vasant Kunj, New Delhi",28.5424030000,77.1563960000
398,"McDonalds, McDelivery","Supertech Shopprix, Sector 61, Noida",28.5973840000,77.3648230000
2005,"Ignis Kitchen & Bar","B- 45, Inner Circle, Connaught Place, New Delhi",28.6341940000,77.2188560000
2428,"Sahib Sindh Sultan","3rd Floor, Ambience Mall, DLF Phase 3, NH8, Gurgaon",28.5024940000,77.0966010000
857,"Khaaja Chowk","3rd Floor, Plaza Mall, MG Road, Gurgaon",28.4779650000,77.0735550000
1614,"Big Chill","68A, Khan Market, New Delhi",28.6001570000,77.2263180000
2458,"McDonalds, McDelivery","Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon",28.4765310000,77.0774700000
374,"Sweet Obsessions","D143, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",28.4657030000,77.0997940000
6642,"Blue Frog","The Kila, Seven Style Mile, Mehrauli, New Delhi",28.5265760000,77.1856130000
384,"Domino's Pizza","C-2/22, Sector 18, Noida",28.5703430000,77.3247670000
3308,"The Grey Garden","13 A, Hauz Khas Village, New Delhi",28.5539547000,77.1943451000
929,"Pebble Street","8, Community Center, New Friends Colony, New Delhi",28.5624900000,77.2688510000
4228,"Yoko Sizzlers","A-262, Near JLN Stadium Flyover, B.P Marg, Defence Colony, New Delhi",28.5756210000,77.2295620000
5963,"Sura Vie Lounge","1, Scindia House, Janpath, New Delhi",28.6264140000,77.2205360000
91,"Park Balluchi","Inside Deer Park, Near Hauz Khas Village, New Delhi",28.5547760000,77.1958920000
4648,"Urban Cafe","1, 2, UG, Southern Park, District Centre, Saket, New Delhi",28.5295430000,77.2187930000
2504,"Pind Balluchi","13, Regal Building, Connaught Place, New Delhi",28.6308170000,77.2174360000
1493,"KFC","JMD Regent Square, JMD Plaza, MG Road, Gurgaon",28.4800930000,77.0885420000
3409,"bluO","Level-4, NH-8, Ambience Mall, Gurgaon",28.5035640000,77.0967140000
4297,"The Mozart Cafe","LG-34, DLF South Point Mall, Golf Course Road, DLF Phase 5, Gurgaon",28.4479560000,77.1000110000
2654,"Jolly Rogers","1002, 10th Floor, Time Tower, Opposite Gurgaon Central Mall, Near IFFCO Chowk, MG Road, Gurgaon",28.4785920000,77.0760160000
3856,"Spice Water Trail","M-24, GK-1 Market, Greater Kailash 1, New Delhi",28.5493660000,77.2362280000
3912,"Zook","3, PVR Anupam Complex, Saket, New Delhi",28.5232370000,77.2064490000
5585,"The Mind Cafe","GL-204, Cross Point, DLF Phase 4, Gurgaon",28.4682600000,77.0831960000
3188,"Veda","307-308, DLF Promenade Mall, Vasant Kunj, New Delhi",28.5421910000,77.1563420000
4341,"The Great Kabab Factory","Level-1, MGF Metropolitan Mall, Saket, New Delhi",28.5302520000,77.2197510000
834,"Berco's","O-1, Sector 12, Noida",28.5940540000,77.3388080000
5230,"Ion Club & Dining Lounge","12/14, UGF, JMD Arcade Mall, MG Road, Gurgaon",28.4801430000,77.0885320000
5475,"Lucia Lounge Bar","1 to 5, Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon",28.4800660000,77.0805000000
5709,"Shroom","3rd Floor, The Crescent Mall, Lado Sarai, Mehrauli, New Delhi",28.5249480000,77.1902250000
165,"Punjabi By Nature","TF 06, Third Floor, City Square Mall, Rajouri Garden, New Delhi",28.6505030000,77.1240480000
3407,"Urban Cafe","1st Floor, 70 Khan Market, New Delhi",28.6004680000,77.2261490000
2907,"Rockman's Beer Island","4th Floor, National Highway 8, Ambience Mall, Gurgaon",28.5025510000,77.0964750000
3913,"JYNxxx - Eros Hotel","Eros Hotel Managed by Hilton, Nehru Place, New Delhi",28.5515720000,77.2505090000
1799,"Tonino","Kh No 76/27, Near Andherian More, MG Road, New Delhi",28.5038970000,77.1710190000
3259,"Olive Beach","Hotel Diplomat, 9, Sardar Patel Marg, Diplomatic Enclave, Chanakyapuri, Delhi",28.6064930000,77.1881530000
2763,"Smoke House Deli","Ground Floor, DLF Promenade Mall, Nelson Mandela Road, Vasant Kunj",28.5427930000,77.1564300000
2425,"Nawabganj Safari","3rd Floor, Ambience Mall, DLF Phase 3, NH8, Gurgaon",28.5026240000,77.0968480000
3026,"Howzatt","Galaxy Hotel, Sector 15, Gurgaon",28.4632890000,77.0492870000
4339,"Ummami","1st Floor, Global Foyer, Golf Course Road, Sector 43, Gurgaon",28.4618491000,77.0955092000
841,"Retro Chonas","51, 1st Floor, Middle Lane, Khan Market,  New Delhi",28.6008530000,77.2272890000
4255,"Kink","3rd Floor, Dharam Palace, Sector 18, Noida",28.5714980000,77.3224580000
1702,"Nazeer Foods","C11, Behind Shipra Hotel, Sector 18, Noida",28.5710410000,77.3248570000
4751,"Chili's","3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",28.5401371000,77.1553888000
3266,"Reverb Club","Great India Place, 305A-306, Level III, Sector 38 A, Noida",28.5676350000,77.3260340000
4815,"Route 04","K-2, Innner Circle, Connaught Place, New Delhi",28.6350300000,77.2201060000
2302,"Haldirams","B1, Sector 63, Noida",28.6272400000,77.3755220000
3543,"Mannekin","Kasbah, N-2, Greater Kailash (GK) 1, New Delhi",28.5568350000,77.2327910000
3397,"Gunpowder","22, Third Floor, Hauz Khas Village, New Delhi",28.5548390000,77.1940470000
421,"Chor Bizarre - Savoy Suites","Savoy Suites, Sector 16, Noida",28.5801260000,77.3157960000
2639,"The Kylin Experience","24, Basant Lok, Vasant Vihar, New Delhi",28.5589210000,77.1638430000
5841,"Cafe 2 2 Tango","13 B, Second Floor,  Hauz Khas Village, New Delhi",,
3928,"Freeze Lounge","2nd & 3rd Floor, West Gate Mall, Rajouri Garden, New Delhi",28.6525470000,77.1230820000
1819,"The All American Diner","India Habitat Centre, Lodhi Road, New Delhi",28.5892320000,77.2262420000
2583,"Cafe 27 - Bar & Kitchen","26, Level II, Kailash Colony Market, New Delhi",28.5537540000,77.2410160000
6611,"Picante Mexican Grill","10 C, Upper Ground Level, DLF Cyber City, DLF Phase 2, Gurgaon",28.4936470000,77.0894820000
1843,"Domino's Pizza","Shop No.- G-5/6, Plot B-5, Om Tower, Alpha Commercial Belt, Sector-Alpha 1, Greater Noida, Noida",28.4730450000,77.5156320000
4260,"Flipside Cafe","7, 1st Floor, Hauz Khas Village, New Delhi",28.5539547000,77.1943451000
5710,"Barka","S8-S9, Gate No 3, Garden of Five Senses, Said Ul Ajaib, Saket, New Delhi",28.5140100000,77.1972240000
2755,"Keya","122-124, DLF Promenade, Ground Floor, Vasant Kunj, New Delhi",28.5427850000,77.1569750000
844,"Khan Chacha Kabab Corner","50, Opposite Big Chill, Middle Lane, Khan Market, New Delhi",28.6006980000,77.2272970000
463,"Karims","16, Gali Kababian, Jama Masjid, New Delhi",28.6507410000,77.2333930000
4133,"Chin Chin","SCO 33, Ground Floor, Sector 29, Gurgaon",28.4690390000,77.0635760000
1064,"Rodeo","A 12, Inner Circle, Connaught Place, New Delhi",28.6328570000,77.2180920000
553,"Haldirams","45, Lajpat Nagar Part 3, Delhi",28.5653380000,77.2382560000
89,"Naivedyam","1, Hauz Khas Village, New Delhi",28.5550860000,77.1951240000
467,"Karims","Old Delhi Road, Sector 14, Gurgaon",28.4798050000,77.0476000000
2787,"Punjab Grill","3rd Floor,  DLF Phase 3, NH8, Ambience Mall, Gurgaon",28.5025330000,77.0965560000
2199,"Shalom","N-18, N Block Market, Greater Kailash (GK) 1, New Delhi",28.5562160000,77.2329160000
2798,"Three Stories","Malhan One 1, Community Center, East of Kailash, New Delhi",28.5590320000,77.2463800000
3782,"Fresc Co","78, Janpath, New Delhi",28.6267200000,77.2194150000
3747,"Panda Wok","C14, Atta Market, Sector 18, Noida",28.5710280000,77.3245900000
2700,"Masala Art - Taj Palace Hotel","Taj Palace Hotel, Diplomatic Enclave, Sardar Patel Marg, New Delhi",28.5963293000,77.1700127000
2744,"Dum-Pukht - ITC Maurya","ITC Maurya, The Luxury Collection, Sardar Patel Marg, New Delhi",28.5983800000,77.1736070000
3732,"Urban Cafe","Ground Floor, Building 9-B, DLF Cyber City, DLF Phase 2, Gurgaon",28.4955090000,77.0932190000
2775,"Oh! Calcutta","E Block, International Trade Towers, Nehru Place, New Delhi",28.5508670000,77.2505130000
4400,"Binge","C4, Qutab Plaza, DLF Phase 1, Gurgaon",28.4711320000,77.1020350000
830,"Berco's","Central Plaza, Sector 53, Gurgaon",28.4429890000,77.1011110000
4821,"Uber Lounge","M-42, Main Market, Greater Kailash 2, New Delhi",,
4478,"KFC","H1/29, Sector 63, Noida",28.6237744000,77.3814087000
2852,"Delhi Darbar","2nd Floor, Krishna Plaza 3, Sector 11, Pocket 4, Dwarka, New Delhi",28.5880690000,77.0431250000
3940,"1 Cafe Bar","GR 01, Ground Floor, Select Citywalk, Saket Press Enclave Marg, Saket, New Delhi",28.5296770000,77.2190130000
1496,"Liquid Kitchen","31/32, Defence Colony Market, New Delhi",28.5738910000,77.2302640000
799,"Gulati","6, Pandara Road Market, New Delhi",28.6082270000,77.2296820000
2144,"Coriander Leaf","Ground Floor, Vatika Triangle, Sushant Lok 1, Behind DT City Center, MG Road, Gurgaon",28.4783630000,77.0807010000
446,"Red Hot Cafe","UG-1, Centre Point, Sushant Lok-1, Gurgaon",28.4685280000,77.0744670000
4156,"Tunday Kababi","B-002, Qutab Plaza Market, DLF Plaza Tower, DLF Phase 1, Gurgaon",28.4720770000,77.1016520000
1892,"Tao","E-8, Connaught Place, New Delhi",28.6319470000,77.2208520000
910,"United Coffee House","15E, Connaught Place, New Delhi",28.6325840000,77.2213630000
2648,"@Live","K-12, Outer Circle, Connaught Place, New Delhi",28.6351490000,77.2197280000
4861,"Cafe WTF","Defence Colony Market, New Delhi",,
2427,"Indijoe","3rd Floor, DLF Phase 3, NH8, Ambience Mall, Gurgaon",28.5027490000,77.0972040000
2677,"Mocha Arthouse","167, Ground Floor, DLF Promenade Mall, Nelson Mandela Road, Vasant Kunj, New Delhi",28.5431130000,77.1562560000
2127,"Bagels & Brownies","R278, Unit 4, Pamposh Enclave, Greater Kailash (GK) 1, New Delhi",28.5470550000,77.2436970000
2632,"Mamagoto","53, 1st Floor, Middle Lane, Khan Market, New Delhi",28.6003660000,77.2275070000
5849,"Xes Cafe","Ground Floor, DLF South Court Mall, Opposite Saket District Court, Saket, New Delhi",28.5280460000,77.2185980000
3421,"Geoffreys","S 21 & 22, 2nd Floor, Select City Mall, Saket, New Delhi",28.5294160000,77.2186930000
5032,"Power Play - The Sports Bar","Upper Ground Floor, JMD Regent Arcade, Next to MGF Megacity Mall, MG Road, Gurgaon",28.4801520000,77.0885470000
5556,"Lazeez Affaire","3rd Floor, TDI Mall, Shivaji Place, Rajouri Garden, New Delhi",28.6509260000,77.1206900000
1498,"Slice of Italy","7/8/9 VDS Market, Sector 51, Noida",28.5785270000,77.3620500000
882,"Earth","SCO 10-12, Part 2, Behind 32nd Milestone, Sector 15, Gurgaon",28.4577100000,77.0448930000
2913,"Gola Sizzlers","K-24, Connaught Place, Plaza Cinema, New Delhi",28.6352080000,77.2195570000
1844,"Domino's Pizza","DLF 3C Galaxy, A-44 & 45, Sector-62, Noida",28.6244600000,77.3706170000
3237,"Club Ice Cube","Great India Place, 313, 3rd Floor, Sector 38 A, Noida",28.5671130000,77.3253590000
1783,"Spoons","3, Local Shopping Center, Masjid Moth, Greater Kailash (GK) 2, New Delhi",28.5369130000,77.2386860000
3413,"The Zoo","The Garden of Five Senses, Saidulajab, MG Road, New Delhi",28.5212070000,77.1999380000
1617,"Bonsai","B49, Middle Circle, Near Adidas, Connaught Circus, Connaught Place, New Delhi",28.6343470000,77.2178950000
4816,"Tapas World","Shop No. 22, Defence Colony Market, Delhi",28.5728320000,77.2307170000
303,"Subway","Cyber City, DLF Phase 2, Gurgaon",28.4941960000,77.0898820000
575,"Deez Biryani & Kebabs","S 27, Nathupura, DLF City Phase 3, Gurgaon",28.4879700000,77.1036610000
2698,"Blue Ginger - Taj Palace Hotel","Taj Palace Hotel, Diplomatic Enclave, Sardar Patel Marg, New Delhi",28.5964810000,77.1700310000
938,"Blanco","62, Middle Lane, Khan Market, New Delhi",28.6001830000,77.2263000000
4273,"Club Sirrocco","RZ-34, Bawa Potteries, Vasant Kunj, New Delhi",28.5212851000,77.1663801000
703,"August Moon","11, JMD Kohinoor Mall, Masjid Moth, Greater Kailash 2, New Delhi",28.5367800000,77.2386410000
7044,"Diva Piccola","1st Floor, 30 Hauz Khas Village, New Delhi",28.5533900000,77.1946820000
554,"Haldirams","Ground Floor, Sahara Mall, Saraswati Vihar, MG Road, Gurgaon",28.4799710000,77.0863790000
413,"Naivedyam","Vipul Square, B Block, Sushant Lok, Gurgaon",28.4646140000,77.0795260000
1093,"Slice of Italy","80P, Huda Market, Sector 15, Part 2, Gurgaon",28.4582010000,77.0436910000
2768,"Agni - The Park","The Park Hotel, 15, Parliament Street, Janpath New Delhi",28.6288760000,77.2162160000
2789,"Drift","Epicentre, Apparel House, Sector 44, Gurgaon",28.4509640000,77.0765670000
5978,"Quantum","	
L-1, The Centestage Mall, Sector 18, Noida",28.5705780000,77.3228860000
2774,"Capttain's Grill","9, Near Rites Building, Sector 29, Gurgaon",28.4748830000,77.0716740000
461,"Karims","G40, Mughal Palace, Sector 18, Noida",28.5692810000,77.3237040000
1323,"Bon Bon Pastry Shop","F1, Sector 18, Noida",28.5717650000,77.3241160000
3695,"Geoffreys","MZF 1-6, The Centre Stage Mall, Next to Atta Market, Sector 18, Noida",28.5679680000,77.3229240000
2853,"Delhi Darbar","Main Road, Adhchini, Aurobindo Marg, New Delhi",28.5357430000,77.1971120000
3697,"Royal China","Eros Corporate Towers, 16th Floor, Nehru Place, New Delhi",28.5503530000,77.2509130000
1922,"Culinaire","1, Chandan Market, S Block, Greater Kailash 2, New Delhi",28.5308350000,77.2457690000
2338,"Kaffiiaa","J 14, 1st and 2nd Floor, Sector 18, Noida",28.5688120000,77.3243030000
3922,"Water Melon","7, Khan Market, New Delhi",28.5995670000,77.2265460000
836,"Pind Balluchi","Leisure Valley, Sector 29, Gurgaon",28.4684180000,77.0641880000
1017,"Mainland China","2, Ground Floor, Block A Wing, DLF Cyber City, DLF Phase 3, Gurgaon",28.4960760000,77.0931250000
2170,"Yumz","H8-9, Qutab Plaza, DLF Phase 1, Gurgaon",28.4714130000,77.1024660000
760,"Stone","Moet's Restaurant Complex, Defence Colony Market, New Delhi",28.5732470000,77.2308080000
4041,"24 Carat Lounge","3rd Floor, City Square Mall, Rajouri Garden, New Delhi",28.6517460000,77.1241620000
166,"Punjabi By Nature","P-19, Sector 18, Noida",28.5690690000,77.3250140000
4064,"Chaubara","R-04, 2nd Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",28.4677630000,77.0817040000
3579,"Handi X-Press","U-25 Lane, Pink Town House, DLF Phase 3, Gurgaon",28.4943510000,77.0996140000
2786,"Punjab Grill","Level 2, Select Citywalk, District Centre, Saket, New Delhi",28.5297580000,77.2191330000
5062,"Hinglish - The Colonial Cafe","Ground Floor, Pacific Mall, Subhash Nagar, New Delhi",28.6418370000,77.1068380000
2129,"Fresc Co","3rd Floor, NH8, DLF Phase 3, Ambience Mall, Gurgaon",28.5026400000,77.0968300000
283,"Vera Pizza By Tonino","E-Block, Ground Floor, DLF Cyber Green, DLF Phase 3, Gurgaon",28.4940970000,77.0928010000
5636,"Thadi","3rd Floor, 12, Hauz Khas Village, New Delhi",,
3694,"Dimsum Bros.","303, 3rd Floor, Ambience Mall, Gurgaon",28.5035740000,77.0967500000
3803,"Purple Haze","288, Satya Niketan, Venkateshwara college, (South Campus), New Delhi",28.5887280000,77.1687270000
3792,"Lap - Hotel Samrat","Hotel Samrat, Kautilya Marg, Chanakyapuri, New Delhi",28.6017650000,77.1857240000
5367,"Lah","Building no. 6, Hauz Khaz Village, New Delhi",,
900,"Saravana Bhavan","P15/9, Connaught Circus, Connaught Place, New Delhi",28.6268690000,77.2192320000
6195,"The Royal Turban","J2/6A, 1st Floor, BK Dutt Market, Rajouri Garden, New Delhi",28.6475070000,77.1199130000
4134,"Blues Cafe & Bar","N 12, Outer Circle, Connaught Place, New Delhi",28.6300030000,77.2203400000
837,"Pind Balluchi","J 2/1 BK Dutta Market, Rajouri Garden, New Delhi",28.6477400000,77.1203540000
3262,"Pocket Bar","Ground Floor, 15, Vasant Square Mall, Vasant Kunj, New Delhi",28.5248460000,77.1565850000
5488,"Senses - Golden Tulip","Golden Tulip, 242-245, Fathehpur Beri, Asola, Chattarpur Temple Road, Mehrauli, New Delhi",28.4621310000,77.1868940000
378,"Dana Choga","F-14, Qutab Plaza Market, DLF Phase 1, Gurgaon",28.4717870000,77.1015730000
472,"Evergreen","Green Park Market, Green Park, New Delhi",28.5564050000,77.2024610000
496,"Bikanervala","3-5, City Center, Near Leisure Valley Park, Sector 29, Gurgaon",28.4686450000,77.0632650000
1442,"Chicago Pizza","M-29, Greater Kailash 1, M Block Market, Delhi",28.5995850000,77.2261550000
1901,"Cafe Turtle","5B, Khan Market, New Delhi",28.6006600000,77.2273600000
3089,"Etal The Lounge Bar","18-19-20, 2nd Floor, City Square Mall, Rajouri Garden, New Delhi",28.6499180000,77.1236170000
228,"Domino's Pizza","82, Ground Floor, Sector 22-Gurgaon",28.5028820000,77.0627090000
3541,"Zaffran","Kasbah, N-2, Greater Kailash 1, New Delhi",28.5569090000,77.2327540000
3310,"Wokamama","NR Road, Above Italiano Restaurant, Nathupur, DLF Phase 3, Gurgaon",28.4874670000,77.1046270000
2410,"Toast by Lazeez Affaire","Level 3, West Gate Mall, Near Vishal Cinema, Rajouri Garden, New Delhi",28.6525980000,77.1231400000
1789,"Mocha","28A, Defence Colony Market, New Delhi",28.5729310000,77.2303060000
4248,"The Great Kabab Factory","Ansal's Fortune Arcade, Sector 18, Noida",28.5722220000,77.3218080000
3385,"The Beer Cafe","2nd Floor, Ambience Mall, Vasant Kunj, New Delhi",28.5409210000,77.1548580000
3902,"Aqua The Lounge Bar","GN 1, Shivaji Enclave, Rajouri Garden, New Delhi",28.6414250000,77.1212110000
1070,"Subway","B14, K.J Enterprises, Sector 18, Noida",28.5700410000,77.3249110000
5796,"My Bar & Restaurant","5136, Main Bazar, Near Rama Krishna Ashram Metro Station, Paharganj, New Delhi",28.6418410000,77.2103800000
400,"Yo! China","1st Floor, MGF Metropolitan Mall, MG Road, Gurgaon",28.4801090000,77.0804760000
138,"Punjabi By Nature","11, PVR Priya Complex, Vasant Vihar, New Delhi",28.5582420000,77.1641030000
4721,"Cheenos","P - 11, 2nd & 3rd Floor, Above Sony Centre, Sector 18, Noida",28.5695875000,77.3231094000
5942,"Indie Kitchen","LG-19, Hongkong Bazaar, Sector 57, Sushant Lok, Gurgaon",,
1787,"Kuki XO","E7, Commercial Centre, Masjid Moth, Greater Kailash (GK) 2, New Delhi",28.5374650000,77.2384690000
2298,"Haldirams","6, L-Block, Outer Circle, Connaught Place, New Delhi",28.6342620000,77.2223430000
1777,"Rajinder Ka Dhaba","AB-14, Safdarjung Enclave Market, New Delhi",28.5657950000,77.1990810000
4469,"Binge Restaurant","C-25, Stellar IT Park, Sector 62, Noida",28.6113335000,77.3618158000
3703,"Side Wok","P-21/90, Outer Circle, Connaught Place, New Delhi",28.6328110000,77.2165370000
4933,"Flo","Salcon Ras Vilas, District Centre, Lane Next to KFC, Behind Select City Walk, Saket, New Delhi",28.5291780000,77.2189630000
1286,"Rajdhani Restaurant"," 9A, Atmaram Mansion, Scindia House, Connaught Place, New Delhi",28.6313430000,77.2161270000
570,"Shack","Moets Restaurant Complex, 50, Defence Colony Market, Adjoining Stone, New Delhi",28.5739550000,77.2303500000
2647,"Spice","10-11, Gate No 3, Garden of Five Senses, Said ul Ajaib, Near Saket, New Delhi",28.5131870000,77.2006000000
2151,"Pizza Hut","Pizza Hut Delivery, SCO 33, Sector 56, Gurgaon",28.4281310000,77.0997910000
5502,"Bahi - The Pub","3rd Floor, SouthPoint Mall, Near GENPACT, Golf Course Road, Sector 53, Gurgaon",28.4479590000,77.0993670000
3724,"TC","81, Adchini, Sri Aurobindo Marg, New Delhi",28.5354700000,77.1975450000
2785,"Taman Gang","315, DLF Promenade, Vasant Kunj, New Delhi",28.5424830000,77.1566980000
3422,"Cafe Oz & Bar","52, Middle Lane, Khan Market, New Delhi",28.6008100000,77.2276030000
3757,"Theo's","B-1/20, Central Market, Sector 50, Noida",28.5699060000,77.3623760000
4254,"Zazen","Dharam Palace, Sector 18, Noida",28.5714870000,77.3223990000
5030,"Out Of The Box","9A, Hauz Khas Village, New Delhi",28.5540400000,77.1943290000
7047,"The [V] Spot Cafe Bar","3rd Floor, Cross Point, DLF Phase 4, Gurgaon",28.4668610000,77.0816480000
3192,"Big Chill","DLF Place, Saket, New Delhi",28.5285130000,77.2169190000
6909,"Route 69 Cyber City","Tower 9B, Ground Floor, DLF Cyber City, DLF Phase 3, Gurgaon",28.4953740000,77.0933200000
